district,property_type,bedrooms,bathrooms,size_sqm,year_built,has_garage,has_garden,has_swimming_pool,has_security,is_gated_community,distance_to_cbd_km,road_condition,price_usd
Nyarugenge,Bungalow,4,3,124,2000,1,1,1,1,0,7.9,Dirt,263100
Gasabo,Bungalow,2,2,45,1992,1,0,0,1,0,14.5,Gravel,178800
Musanze,Apartment,3,2,97,1995,0,1,0,0,0,0.5,Tarmac,152500
Kicukiro,Apartment,3,3,102,2008,0,1,1,1,1,28.6,Tarmac,218100
Kicukiro,Apartment,1,1,40,2007,1,0,1,0,0,0.8,Dirt,175900
Gasabo,Apartment,4,3,137,2005,0,1,0,1,1,5.7,Tarmac,272000
Gasabo,Bungalow,2,2,41,2012,0,0,0,0,0,6.6,Dirt,157800
Kicukiro,Standalone Villa,3,3,97,1998,1,1,0,0,0,1.2,Tarmac,298200
Kicukiro,Standalone Villa,3,3,72,1992,0,1,0,1,0,19.8,Gravel,250900
Nyarugenge,Bungalow,3,2,73,1997,1,0,0,0,0,5.1,Gravel,231200
Gasabo,Standalone Villa,3,3,80,1993,0,1,0,1,0,1.2,Gravel,279900
Nyarugenge,Townhouse,2,2,45,2001,1,0,1,1,0,9.9,Gravel,246900
Rubavu,Apartment,1,1,40,2020,1,1,0,0,1,8.7,Tarmac,126100
Musanze,Standalone Villa,4,4,116,2014,0,0,0,0,1,26.3,Tarmac,171800
Gasabo,Standalone Villa,3,2,102,2005,1,1,0,1,0,4.7,Dirt,272100
Kicukiro,Apartment,4,4,115,2003,1,0,0,1,0,2.5,Tarmac,239000
Gasabo,Apartment,4,4,96,2002,0,0,0,1,0,0.5,Dirt,207000
Gasabo,Apartment,4,4,137,1996,1,1,0,1,1,10.6,Gravel,267800
Huye,Apartment,3,3,77,2001,0,0,1,1,0,7.7,Tarmac,109300
Gasabo,Standalone Villa,3,2,89,1993,1,0,0,0,0,28.8,Dirt,225800
Kicukiro,Standalone Villa,4,4,126,1991,0,1,0,1,0,10.0,Gravel,273800
Nyarugenge,Standalone Villa,3,2,92,1992,0,1,0,1,0,21.6,Tarmac,324600
Nyarugenge,Apartment,2,2,76,1993,0,1,0,1,1,38.2,Tarmac,187700
Nyarugenge,Townhouse,4,4,127,2001,0,0,0,1,1,4.5,Dirt,264100
Gasabo,Apartment,4,3,107,2008,0,1,0,1,0,1.3,Gravel,231700
Kicukiro,Standalone Villa,3,3,122,1999,1,0,1,1,1,1.7,Gravel,318400
Kicukiro,Townhouse,2,1,62,1990,1,1,0,1,1,3.1,Gravel,212400
Gasabo,Apartment,3,2,87,2006,0,1,0,1,0,5.7,Tarmac,220200
Kicukiro,Townhouse,4,4,134,2005,0,1,0,1,1,1.0,Dirt,262300
Gasabo,Townhouse,5,5,153,1998,1,0,0,0,0,2.9,Tarmac,296200
Gasabo,Apartment,2,1,65,1998,0,1,0,1,1,2.9,Tarmac,212200
Kicukiro,Apartment,2,2,97,1998,0,1,0,1,0,0.5,Tarmac,198500
Gasabo,Bungalow,4,4,115,2001,0,1,0,0,1,3.5,Tarmac,267300
Nyarugenge,Apartment,3,3,85,2004,0,0,0,1,0,1.0,Tarmac,261900
Nyarugenge,Townhouse,3,3,91,1991,0,1,1,0,1,4.5,Tarmac,301700
Musanze,Standalone Villa,5,4,166,2000,1,1,0,0,0,1.8,Tarmac,265200
Gasabo,Apartment,2,2,40,2000,1,0,0,1,0,13.8,Tarmac,195500
Gasabo,Apartment,3,3,60,1997,0,0,0,1,1,0.7,Gravel,205100
Gasabo,Standalone Villa,2,1,51,2021,1,0,0,1,1,16.1,Tarmac,293900
Nyarugenge,Standalone Villa,3,3,65,1995,1,0,0,0,0,7.0,Tarmac,312000
Nyarugenge,Townhouse,4,4,113,2009,0,0,0,0,0,4.9,Gravel,269600
Gasabo,Bungalow,3,2,97,1997,0,0,0,1,0,6.4,Tarmac,234400
Huye,Townhouse,5,5,136,2023,0,1,0,0,0,3.8,Tarmac,178000
Gasabo,Apartment,3,2,68,2008,0,1,0,1,1,1.1,Dirt,213000
Kicukiro,Bungalow,3,2,91,1996,0,0,0,1,0,11.6,Tarmac,198400
Nyarugenge,Townhouse,2,2,72,2020,0,1,0,1,0,21.0,Tarmac,255600
Rubavu,Bungalow,3,3,64,2007,0,1,0,0,1,24.0,Gravel,95600
Nyarugenge,Standalone Villa,3,3,102,2003,1,0,0,0,0,8.9,Gravel,325700
Musanze,Townhouse,2,2,72,2006,1,0,0,0,0,4.2,Gravel,153000
Kicukiro,Standalone Villa,3,2,104,1998,0,1,0,0,0,5.2,Tarmac,305500
Musanze,Apartment,3,2,108,2009,1,1,0,1,1,8.6,Gravel,174200
Gasabo,Bungalow,4,4,153,2017,1,1,0,1,1,13.9,Gravel,272000
Rubavu,Apartment,3,2,84,2009,1,1,1,0,0,3.8,Tarmac,153600
Kicukiro,Apartment,4,3,121,2016,0,0,1,0,0,19.9,Tarmac,213700
Musanze,Bungalow,1,1,40,1997,0,1,0,0,0,3.1,Gravel,93800
Kicukiro,Apartment,2,2,60,2021,1,0,0,1,1,6.1,Tarmac,231800
Nyarugenge,Bungalow,3,3,112,1990,0,0,0,0,0,26.0,Tarmac,209700
Kicukiro,Townhouse,3,3,69,2006,0,0,0,1,0,22.3,Tarmac,198800
Nyarugenge,Apartment,1,1,40,1998,1,0,1,0,1,9.5,Tarmac,247800
Gasabo,Standalone Villa,4,4,140,2009,1,1,1,0,0,3.1,Tarmac,346900
Gasabo,Townhouse,4,4,135,2021,1,1,0,0,0,2.0,Tarmac,289700
Gasabo,Standalone Villa,3,3,84,1991,0,1,0,1,0,0.7,Tarmac,334900
Gasabo,Bungalow,2,2,72,2021,0,0,0,1,0,9.9,Dirt,187500
Rubavu,Bungalow,4,4,125,1998,1,1,0,1,0,5.6,Tarmac,179400
Gasabo,Apartment,3,2,112,2019,0,1,0,0,1,6.8,Tarmac,233300
Huye,Apartment,4,4,121,2009,0,0,0,0,0,5.1,Dirt,137500
Kicukiro,Bungalow,4,4,135,1990,0,1,0,0,0,5.3,Dirt,191500
Gasabo,Standalone Villa,4,4,159,1994,1,1,0,1,0,6.8,Tarmac,354800
Musanze,Apartment,3,3,98,1990,1,0,0,0,1,19.7,Tarmac,140300
Nyarugenge,Townhouse,2,2,60,2003,1,1,0,1,1,0.5,Gravel,279200
Kicukiro,Bungalow,3,3,100,1998,0,1,0,0,0,12.9,Dirt,173900
Nyarugenge,Townhouse,3,3,84,2019,0,1,0,0,1,4.0,Tarmac,292200
Nyarugenge,Standalone Villa,4,4,155,2013,0,1,0,1,0,10.9,Tarmac,352300
Gasabo,Townhouse,2,2,62,1993,1,0,0,0,0,23.7,Gravel,187500
Huye,Townhouse,2,2,55,2003,0,1,1,1,1,2.9,Tarmac,134100
Huye,Bungalow,4,3,107,2014,0,1,0,0,0,0.8,Gravel,145600
Nyarugenge,Bungalow,4,3,136,1993,1,0,1,0,1,2.1,Gravel,291500
Gasabo,Standalone Villa,5,5,163,2014,0,0,0,1,0,2.0,Tarmac,362700
Nyarugenge,Townhouse,4,4,112,1999,0,1,0,0,0,10.8,Tarmac,276300
Gasabo,Bungalow,3,2,98,1996,1,0,0,1,0,0.5,Gravel,234100
Gasabo,Apartment,3,3,67,2002,0,1,0,1,0,0.5,Gravel,202600
Gasabo,Apartment,4,3,122,1993,0,1,0,0,0,9.5,Gravel,215500
Kicukiro,Bungalow,3,2,96,2003,0,0,0,1,0,6.5,Gravel,193500
Rubavu,Apartment,3,3,115,2007,0,0,0,0,0,4.3,Tarmac,132700
Nyarugenge,Apartment,2,2,48,1997,0,0,0,1,1,6.9,Gravel,211200
Nyarugenge,Apartment,3,2,70,2021,1,1,0,1,1,10.6,Tarmac,248900
Kicukiro,Standalone Villa,4,4,106,2016,0,1,0,1,0,0.9,Gravel,282600
Kicukiro,Apartment,2,2,40,2012,1,1,0,1,0,6.4,Tarmac,208500
Kicukiro,Apartment,2,2,80,1996,0,0,0,1,0,13.9,Gravel,141600
Huye,Bungalow,3,3,113,2001,0,1,0,1,0,3.6,Gravel,151000
Gasabo,Townhouse,2,1,64,2014,0,1,1,0,0,11.5,Gravel,227600
Rubavu,Townhouse,2,1,78,1992,1,0,0,1,1,14.9,Dirt,102100
Nyarugenge,Apartment,3,2,92,2015,0,1,0,0,0,13.8,Tarmac,236900
Kicukiro,Townhouse,5,5,148,1993,1,0,0,1,1,8.4,Tarmac,281800
Nyarugenge,Townhouse,3,3,85,2004,1,1,1,1,0,10.1,Tarmac,309700
Kicukiro,Townhouse,2,2,55,2021,1,0,0,1,1,12.4,Dirt,205900
Rubavu,Apartment,2,2,40,2018,1,0,0,1,0,10.6,Tarmac,116600
Rubavu,Standalone Villa,3,3,93,1999,0,1,0,1,1,4.8,Tarmac,191400
Kicukiro,Townhouse,3,2,89,2010,1,1,1,0,0,1.4,Dirt,241300
Gasabo,Townhouse,4,3,131,2005,1,0,0,0,1,3.0,Dirt,257000
Nyarugenge,Townhouse,3,3,91,2008,1,1,1,1,0,1.9,Dirt,286200
Rubavu,Standalone Villa,4,3,117,2018,0,1,0,1,0,3.6,Tarmac,186000
Gasabo,Standalone Villa,2,2,46,2007,1,0,0,1,0,5.4,Gravel,288500
Nyarugenge,Townhouse,3,3,91,2005,0,1,0,1,0,25.6,Tarmac,246700
Nyarugenge,Apartment,2,1,71,1990,0,1,0,0,1,25.6,Gravel,182100
Nyarugenge,Townhouse,5,5,132,1991,1,1,1,1,0,11.7,Tarmac,333700
Gasabo,Bungalow,3,2,91,2004,1,0,0,0,0,31.4,Gravel,184300
Nyarugenge,Townhouse,3,2,93,2017,1,1,0,0,0,40.0,Tarmac,245600
Rubavu,Apartment,2,2,49,1990,1,1,0,0,0,17.3,Tarmac,82000
Gasabo,Apartment,2,1,51,1994,0,1,0,1,1,0.7,Gravel,200600
Gasabo,Townhouse,3,3,93,2011,0,0,0,1,1,4.4,Tarmac,271800
Huye,Bungalow,2,2,42,2002,1,1,0,0,0,6.1,Tarmac,110300
Gasabo,Standalone Villa,3,3,95,1990,0,0,0,1,0,1.1,Tarmac,308700
Rubavu,Standalone Villa,2,2,46,2005,1,1,0,0,1,13.2,Gravel,143100
Kicukiro,Apartment,3,2,105,2011,0,1,0,1,1,1.3,Tarmac,240800
Gasabo,Townhouse,4,4,155,2021,0,0,0,1,0,3.9,Gravel,277500
Rubavu,Townhouse,4,3,107,2005,0,0,0,0,1,0.6,Gravel,164800
Kicukiro,Bungalow,4,4,128,2004,0,1,0,1,0,5.9,Gravel,237000
Kicukiro,Apartment,2,2,49,2001,1,1,1,0,1,7.3,Tarmac,212800
Kicukiro,Townhouse,2,1,75,1990,0,0,0,1,0,10.6,Gravel,186000
Nyarugenge,Standalone Villa,3,3,71,2006,0,1,1,1,0,3.3,Tarmac,370900
Gasabo,Standalone Villa,3,3,97,2017,1,1,0,0,0,7.1,Tarmac,312500
Kicukiro,Townhouse,3,3,76,1996,0,1,0,1,0,10.6,Gravel,214400
Huye,Apartment,1,1,40,1998,1,1,0,0,0,11.5,Dirt,72600
Gasabo,Apartment,2,2,44,2011,0,0,0,1,1,2.9,Tarmac,223200
Nyarugenge,Townhouse,1,1,42,2015,0,1,0,0,0,0.6,Tarmac,243100
Kicukiro,Standalone Villa,4,4,107,2001,1,0,0,0,0,0.5,Dirt,272800
Musanze,Apartment,2,2,68,1996,1,0,0,1,0,11.7,Dirt,92700
Gasabo,Standalone Villa,3,2,84,2004,0,0,0,0,1,3.9,Tarmac,302300
Huye,Standalone Villa,1,1,40,2010,1,1,0,1,1,1.2,Tarmac,154600
Kicukiro,Bungalow,3,2,92,2003,1,1,0,1,1,1.6,Tarmac,252000
Gasabo,Apartment,3,3,78,1991,0,0,0,1,0,11.6,Gravel,196900
Gasabo,Townhouse,4,4,123,1997,0,1,0,0,0,7.3,Tarmac,268700
Gasabo,Apartment,4,3,142,1995,0,1,0,1,0,5.6,Gravel,231300
Kicukiro,Apartment,3,3,78,2022,0,1,1,1,1,7.8,Dirt,227700
Kicukiro,Apartment,5,4,167,1995,0,1,1,0,0,1.2,Dirt,240000
Musanze,Bungalow,5,5,172,2015,1,0,0,1,0,3.1,Dirt,186000
Kicukiro,Apartment,4,4,107,2003,0,0,0,0,1,3.7,Tarmac,246900
Gasabo,Townhouse,4,4,98,1997,1,1,0,1,1,3.0,Tarmac,295300
Nyarugenge,Standalone Villa,2,2,64,2002,0,0,0,1,0,16.0,Gravel,284600
Nyarugenge,Bungalow,3,2,81,2002,1,0,0,1,0,7.0,Tarmac,265600
Gasabo,Townhouse,2,2,88,2017,1,1,1,1,0,10.5,Tarmac,280000
Gasabo,Townhouse,2,1,60,2007,0,1,0,0,0,2.2,Tarmac,234500
Gasabo,Bungalow,5,4,137,2008,0,1,0,0,0,2.5,Dirt,253500
Nyarugenge,Townhouse,3,3,72,2021,0,0,0,0,1,2.0,Dirt,231300
Nyarugenge,Townhouse,4,4,136,2011,1,0,0,0,0,9.3,Tarmac,288400
Kicukiro,Apartment,4,3,111,1991,0,1,0,1,1,3.4,Tarmac,242800
Musanze,Apartment,4,3,120,2002,0,0,0,1,0,4.2,Gravel,142300
Musanze,Townhouse,5,5,164,2012,1,0,0,0,0,9.9,Dirt,189400
Nyarugenge,Standalone Villa,2,2,52,2014,1,0,0,1,1,28.5,Tarmac,310300
Rubavu,Standalone Villa,1,1,40,2017,0,1,1,1,1,1.4,Dirt,169900
Gasabo,Standalone Villa,3,2,89,2000,0,0,1,0,1,0.5,Gravel,313500
Gasabo,Standalone Villa,2,2,70,2022,1,0,0,0,1,1.7,Dirt,280700
Gasabo,Townhouse,1,1,40,2013,1,0,0,1,0,10.6,Gravel,195700
Gasabo,Apartment,3,3,86,1991,0,0,0,1,0,1.7,Dirt,192900
Kicukiro,Bungalow,4,4,120,2019,0,0,0,1,0,7.0,Gravel,244100
Huye,Bungalow,3,3,84,2006,1,1,1,0,1,7.1,Tarmac,162600
Gasabo,Bungalow,3,3,67,2023,1,1,0,1,0,2.8,Tarmac,249200
Gasabo,Standalone Villa,3,3,93,2011,1,0,0,1,0,0.6,Dirt,279400
Kicukiro,Standalone Villa,2,2,88,1994,0,0,0,0,0,4.1,Tarmac,264300
Huye,Bungalow,1,1,40,2005,0,0,0,0,1,1.7,Tarmac,75200
Kicukiro,Bungalow,4,4,108,2002,1,0,1,0,1,1.6,Gravel,265500
Kicukiro,Townhouse,3,3,76,2015,0,0,0,0,1,5.9,Gravel,219200
Gasabo,Standalone Villa,4,3,130,2020,0,0,0,0,0,8.9,Tarmac,323300
Gasabo,Standalone Villa,1,1,40,2012,0,0,0,1,0,0.6,Tarmac,283600
Huye,Townhouse,4,4,117,2001,0,1,0,1,0,6.9,Tarmac,155100
Huye,Apartment,3,3,76,2003,0,0,0,1,0,2.3,Tarmac,120800
Gasabo,Townhouse,3,2,91,2007,1,1,1,0,0,8.9,Dirt,229800
Huye,Townhouse,3,3,66,2016,1,0,0,1,0,13.3,Gravel,117100
Nyarugenge,Townhouse,4,3,122,2017,1,0,1,1,0,13.2,Dirt,273100
Rubavu,Standalone Villa,3,2,103,2007,1,1,1,1,1,3.7,Tarmac,233200
Kicukiro,Standalone Villa,3,2,71,2005,0,0,0,1,0,6.7,Tarmac,259800
Kicukiro,Bungalow,5,5,127,2005,0,0,0,1,1,12.6,Gravel,237500
Kicukiro,Townhouse,4,3,143,2002,0,1,1,1,0,0.5,Tarmac,305400
Nyarugenge,Townhouse,3,3,80,2018,0,1,0,0,0,7.4,Tarmac,245900
Gasabo,Townhouse,4,4,137,1998,1,0,0,0,0,14.5,Dirt,225700
Gasabo,Townhouse,3,2,87,2015,0,0,0,1,0,3.7,Dirt,192500
Kicukiro,Townhouse,2,2,57,2017,0,1,0,1,0,4.9,Tarmac,218000
Nyarugenge,Standalone Villa,3,2,96,2002,1,1,0,1,1,9.6,Gravel,344000
Gasabo,Standalone Villa,5,5,136,1998,0,0,0,1,1,0.6,Tarmac,361800
Nyarugenge,Standalone Villa,5,4,151,2003,1,0,0,1,1,3.9,Dirt,357100
Huye,Apartment,3,3,84,2001,0,1,0,0,0,2.8,Gravel,126900
Gasabo,Apartment,3,3,70,2021,0,0,0,0,1,0.5,Tarmac,242400
Nyarugenge,Apartment,2,2,65,1992,0,0,0,0,0,1.7,Tarmac,210000
Kicukiro,Bungalow,5,4,146,2005,1,1,0,1,1,4.0,Gravel,273600
Rubavu,Apartment,5,5,147,2009,0,0,0,1,0,1.8,Tarmac,192000
Gasabo,Apartment,3,3,71,2021,0,1,0,1,1,7.4,Dirt,192300
Nyarugenge,Apartment,4,4,143,2012,0,1,0,1,1,4.8,Dirt,265600
Musanze,Townhouse,4,3,133,2006,0,1,0,0,1,0.5,Dirt,163300
Huye,Apartment,3,3,104,2005,0,0,0,0,0,2.6,Gravel,100000
Nyarugenge,Standalone Villa,2,2,55,1997,1,0,1,1,0,0.5,Tarmac,344600
Kicukiro,Apartment,3,3,64,2008,1,0,0,1,0,3.5,Tarmac,209800
Nyarugenge,Townhouse,3,3,119,2019,1,0,0,0,0,2.4,Gravel,290700
Rubavu,Bungalow,3,3,89,2023,0,0,0,1,0,9.3,Tarmac,112400
Nyarugenge,Bungalow,3,3,78,2003,0,0,1,0,1,2.9,Gravel,276500
Gasabo,Standalone Villa,5,4,156,2011,0,0,0,0,0,3.8,Tarmac,347800
Huye,Townhouse,2,2,77,2006,0,0,0,1,0,10.3,Tarmac,95400
Nyarugenge,Standalone Villa,3,3,89,2004,0,0,0,0,0,5.2,Tarmac,338800
Nyarugenge,Standalone Villa,3,3,109,2021,0,1,0,1,0,6.5,Gravel,324000
Gasabo,Standalone Villa,3,2,106,2002,1,1,0,0,0,14.7,Tarmac,330900
Nyarugenge,Apartment,3,2,73,2010,1,0,0,1,0,1.9,Tarmac,254400
Kicukiro,Townhouse,2,1,49,2022,1,1,1,1,0,36.2,Tarmac,204200
Nyarugenge,Apartment,2,2,74,2016,1,1,0,1,1,18.4,Tarmac,246900
Gasabo,Standalone Villa,3,3,49,2005,0,0,1,0,0,2.7,Dirt,283400
Nyarugenge,Standalone Villa,3,3,87,2017,0,0,0,0,1,17.9,Gravel,321900
Huye,Standalone Villa,2,2,40,2023,0,1,0,1,1,11.2,Tarmac,154200
Gasabo,Townhouse,4,4,112,1990,0,0,1,0,0,21.4,Tarmac,272700
Huye,Townhouse,3,2,85,2020,0,0,0,1,1,9.4,Dirt,135400
Kicukiro,Townhouse,3,2,84,2022,0,1,0,1,0,9.0,Gravel,223000
Rubavu,Standalone Villa,4,3,111,2022,0,0,0,0,0,0.5,Tarmac,186200
Musanze,Apartment,2,2,43,2007,1,1,1,1,0,5.1,Tarmac,167200
Nyarugenge,Standalone Villa,1,1,64,2012,1,0,0,1,0,1.8,Tarmac,322400
Nyarugenge,Bungalow,4,4,148,2012,0,0,0,1,1,3.1,Tarmac,303600
Rubavu,Bungalow,3,3,72,2004,0,0,0,0,0,30.8,Gravel,71600
Kicukiro,Townhouse,3,2,113,2015,0,1,1,0,0,0.7,Tarmac,275000
Kicukiro,Apartment,4,4,114,2019,1,0,1,0,0,10.3,Gravel,250500
Nyarugenge,Apartment,4,4,121,2014,0,0,0,0,0,1.5,Tarmac,261000
Musanze,Standalone Villa,5,5,149,2005,1,1,0,0,1,0.5,Tarmac,243900
Musanze,Bungalow,3,2,80,2003,1,0,1,1,0,5.6,Gravel,172300
Musanze,Townhouse,3,2,104,2006,0,0,0,0,0,1.4,Tarmac,163300
Kicukiro,Bungalow,3,3,91,2001,0,0,0,0,0,26.9,Gravel,173400
Musanze,Townhouse,2,1,52,2018,0,1,0,0,0,1.8,Gravel,135400
Gasabo,Apartment,3,3,70,2021,0,0,0,0,0,1.7,Dirt,197100
Kicukiro,Apartment,2,2,46,2013,1,0,0,0,0,0.5,Tarmac,187100
Gasabo,Apartment,5,4,125,2002,0,0,0,1,0,3.2,Tarmac,260600
Kicukiro,Standalone Villa,3,2,90,2009,0,0,0,1,1,0.5,Tarmac,322500
Kicukiro,Apartment,3,2,72,2004,1,1,1,0,0,5.5,Tarmac,224400
Kicukiro,Townhouse,3,3,86,1993,0,1,0,0,1,5.6,Tarmac,225800
Nyarugenge,Townhouse,2,1,80,2023,0,0,0,1,1,0.5,Tarmac,284300
Kicukiro,Apartment,1,1,47,2017,0,0,1,0,1,2.2,Tarmac,219000
Kicukiro,Apartment,3,2,89,1991,1,0,0,0,0,14.3,Tarmac,187800
Gasabo,Apartment,2,2,58,2019,1,1,0,1,1,5.0,Gravel,240700
Kicukiro,Townhouse,3,2,118,2015,0,0,0,1,1,4.6,Gravel,228300
Gasabo,Standalone Villa,4,4,127,2015,1,0,0,1,1,9.6,Tarmac,342300
Gasabo,Apartment,4,4,115,2009,1,1,0,1,0,10.0,Gravel,251800
Nyarugenge,Bungalow,3,3,68,2017,0,0,0,1,0,11.5,Tarmac,225300
Nyarugenge,Standalone Villa,2,2,65,2009,1,1,0,1,1,14.2,Tarmac,343400
Nyarugenge,Standalone Villa,4,4,132,2000,0,0,0,1,0,2.1,Tarmac,379900
Kicukiro,Townhouse,4,3,110,1999,1,0,0,0,0,0.5,Gravel,240400
Kicukiro,Townhouse,2,2,64,2012,0,0,0,1,0,3.8,Tarmac,206700
Rubavu,Townhouse,4,3,114,2008,1,0,0,0,1,15.5,Tarmac,176300
Kicukiro,Standalone Villa,2,2,57,2007,0,0,0,0,0,0.6,Dirt,218100
Kicukiro,Standalone Villa,4,4,82,2016,1,0,0,1,1,6.9,Tarmac,317600
Gasabo,Townhouse,5,5,146,1995,0,1,0,1,0,9.7,Dirt,263500
Kicukiro,Standalone Villa,1,1,44,1999,1,0,0,1,0,5.3,Tarmac,249300
Kicukiro,Townhouse,4,4,110,1991,0,1,0,0,0,2.4,Gravel,224200
Kicukiro,Bungalow,3,3,90,2013,1,1,0,1,0,3.2,Gravel,211800
Nyarugenge,Bungalow,5,5,138,2017,1,1,0,1,0,0.6,Dirt,291300
Kicukiro,Apartment,3,3,95,2017,0,1,0,0,0,2.8,Dirt,187500
Nyarugenge,Apartment,4,4,116,1991,1,0,0,1,0,0.5,Dirt,230600
Musanze,Apartment,2,2,45,1994,0,0,0,0,0,10.4,Tarmac,79700
Musanze,Townhouse,3,3,109,2000,1,0,0,0,1,18.3,Gravel,162700
Nyarugenge,Standalone Villa,2,1,73,1999,1,0,1,0,0,8.0,Gravel,312200
Huye,Apartment,5,4,140,1991,0,0,0,0,0,8.6,Tarmac,119200
Gasabo,Apartment,4,3,127,2004,1,0,0,1,0,5.1,Dirt,219000
Gasabo,Apartment,4,4,128,1996,0,1,1,0,0,1.4,Tarmac,282700
Gasabo,Apartment,5,4,159,2009,0,1,0,1,1,0.5,Tarmac,298500
Nyarugenge,Apartment,2,1,40,2023,1,0,1,0,0,3.4,Tarmac,251300
Rubavu,Townhouse,3,2,105,2023,1,0,0,1,0,11.1,Gravel,139000
Gasabo,Apartment,2,2,51,2011,0,0,0,1,0,25.8,Gravel,147800
Rubavu,Apartment,2,1,54,2020,0,0,0,0,1,4.5,Gravel,123600
Gasabo,Townhouse,2,1,99,2012,1,0,0,1,0,3.6,Tarmac,235000
Huye,Townhouse,3,3,94,2008,0,1,0,1,0,4.7,Gravel,122300
Kicukiro,Apartment,2,1,54,1993,1,0,0,1,1,4.5,Dirt,167800
Gasabo,Apartment,2,2,40,2013,1,0,1,1,0,7.9,Tarmac,210100
Kicukiro,Townhouse,2,2,80,2009,0,0,0,1,0,10.6,Gravel,188900
Gasabo,Standalone Villa,2,2,40,2017,0,1,0,1,0,12.3,Tarmac,270900
Gasabo,Apartment,5,4,134,2006,0,1,0,0,0,8.4,Tarmac,255400
Kicukiro,Apartment,4,4,115,2008,0,1,0,1,1,4.6,Gravel,225500
Musanze,Apartment,5,5,171,2021,1,0,0,0,1,24.0,Tarmac,181300
Kicukiro,Standalone Villa,3,3,101,2019,1,0,0,0,0,9.9,Gravel,263000
Kicukiro,Bungalow,2,2,57,2006,1,0,0,0,1,4.5,Gravel,204900
Nyarugenge,Townhouse,4,4,124,2018,0,0,0,1,0,4.7,Tarmac,300100
Nyarugenge,Standalone Villa,3,2,80,1995,0,1,0,1,1,13.6,Tarmac,345500
Gasabo,Standalone Villa,2,1,62,2006,1,0,0,0,0,4.6,Dirt,254500
Kicukiro,Townhouse,2,2,61,2006,1,0,1,0,0,5.8,Tarmac,236500
Gasabo,Standalone Villa,2,2,74,2003,1,1,0,1,0,2.8,Gravel,283600
Gasabo,Apartment,2,2,74,2013,0,0,0,0,0,14.6,Dirt,150400
Nyarugenge,Townhouse,3,2,97,2021,1,1,0,0,1,5.9,Dirt,286700
Gasabo,Bungalow,3,3,84,2003,0,0,0,1,0,6.4,Gravel,204000
Kicukiro,Standalone Villa,2,2,71,2016,1,0,0,1,0,17.0,Tarmac,260700
Nyarugenge,Townhouse,2,2,58,2008,1,0,0,0,0,20.3,Tarmac,238700
Gasabo,Standalone Villa,4,3,103,2020,1,1,0,1,0,13.9,Tarmac,338300
Nyarugenge,Standalone Villa,2,1,53,1998,0,0,0,1,0,0.5,Gravel,290800
Gasabo,Apartment,3,2,91,2006,1,0,0,1,0,4.7,Tarmac,248100
Huye,Townhouse,4,3,133,2008,0,0,0,0,0,3.4,Dirt,136400
Kicukiro,Townhouse,2,2,57,1993,1,1,0,0,0,1.9,Gravel,202400
Musanze,Townhouse,2,2,41,2000,0,1,0,0,1,19.2,Tarmac,127500
Nyarugenge,Apartment,3,3,90,2011,0,0,0,1,1,17.7,Tarmac,229400
Gasabo,Apartment,3,3,91,1993,0,0,0,1,0,5.0,Gravel,206800
Nyarugenge,Standalone Villa,3,3,92,2006,1,1,0,0,0,1.2,Tarmac,354900
Huye,Standalone Villa,4,4,133,1997,1,1,0,1,0,0.5,Gravel,203200
Nyarugenge,Standalone Villa,2,2,75,2023,1,1,0,1,0,4.6,Dirt,304600
Musanze,Bungalow,3,2,81,2000,1,0,0,1,1,0.5,Dirt,147500
Rubavu,Townhouse,3,2,80,2020,1,0,0,1,0,7.5,Gravel,131400
Gasabo,Standalone Villa,2,1,44,2000,0,1,0,1,0,7.5,Dirt,210600
Gasabo,Apartment,3,2,100,2010,1,1,0,0,0,18.3,Gravel,202200
Nyarugenge,Apartment,2,2,81,2019,1,1,0,1,1,1.7,Tarmac,247400
Kicukiro,Townhouse,3,2,85,1999,0,0,0,1,1,3.7,Gravel,221100
Musanze,Townhouse,2,2,56,2015,0,1,0,0,1,15.7,Tarmac,128000
Rubavu,Townhouse,3,2,112,2016,0,1,0,1,0,5.1,Tarmac,159300
Kicukiro,Standalone Villa,3,3,97,1997,0,1,0,0,0,0.5,Gravel,267400
Gasabo,Apartment,4,3,126,1997,0,0,0,0,1,0.9,Dirt,213600
Musanze,Bungalow,2,2,42,1997,0,1,1,0,0,13.4,Gravel,126200
Gasabo,Bungalow,3,3,100,2023,1,1,0,1,0,10.9,Tarmac,239500
Musanze,Standalone Villa,3,2,76,2005,0,1,0,1,0,16.7,Tarmac,167500
Kicukiro,Apartment,4,4,102,2002,0,1,0,0,0,1.0,Tarmac,244500
Nyarugenge,Standalone Villa,3,2,84,2012,1,1,0,1,0,11.4,Tarmac,354000
Gasabo,Bungalow,3,2,81,2001,0,1,0,1,1,8.5,Dirt,198900
Nyarugenge,Townhouse,4,3,116,2016,0,0,0,1,0,2.1,Tarmac,287300
Kicukiro,Townhouse,4,3,98,2011,1,1,0,0,1,29.2,Tarmac,242700
Nyarugenge,Apartment,3,2,104,2021,0,1,1,0,1,6.8,Gravel,255600
Gasabo,Apartment,3,3,106,2016,0,0,0,1,1,19.0,Tarmac,224500
Nyarugenge,Apartment,4,3,90,1991,0,0,1,1,0,15.7,Gravel,241500
Rubavu,Bungalow,5,4,164,2022,1,0,0,1,0,3.2,Gravel,178500
